BIOS_1	-203.4540	-142.9878	0		W25Q256JVEIQ	SOIC8_COLAY_LCC8_80X60
RU353	-92.3290	24.0680	180		0201_0	R0201
RU354	-92.4052	28.9448	0		0201_0	R0201
RU355	-92.4052	29.6052	0		0201_0	R0201
RU42	-154.2594	-159.1168	180		0201_0	R0201
RU43	-153.8785	-159.8788	0		0402_0	R0402
RU44	-157.9118	-159.8026	180		0402_0	R0402
RU45	-156.4184	-159.1168	0		0201_0	R0201
RU48	-159.0855	-158.3548	180		0402_12.1K_1%	R0402
RU53	-151.0845	-159.4978	0		0402_2.2K_1%	R0402
RU54	-151.6836	-160.2598	180		0201_0	R0201
RU56	-157.6070	-152.5128	90		0402_2.2K_1%	R0402
RU57	-157.4800	-151.1158	90		0201_0	R0201
RU59	-156.0830	-152.5128	90		0402_2.2K_1%	R0402
RU60	-156.7180	-151.1158	90		0201_0	R0201
RU62	-132.0800	-152.2588	180		0402_0	R0402
RU65	-160.0962	-153.4526	0		0402_10K_1%	R0402
RU68	-159.0855	-156.5768	0		0402_10K_1%	R0402
RU71	-160.0962	-152.6144	180		0402_0	R0402
RU82	-151.0845	-156.8308	180		0402_0	R0402
RU83	-151.0845	-155.9418	180		0402_0	R0402
RU84	-151.0845	-153.3510	180		0402_0	R0402
RU85	-151.0845	-152.5128	180		0402_0	R0402
RU88	-130.3020	-153.2748	180		0402_10K_1%	R0402
SC1	-198.7550	1.2842	180		0402_0.1uF_16V_X7R_10%	C0402
SC11	-184.0230	-6.8438	270		0402_0.1uF_16V_X7R_10%	C0402
SC12	-197.1040	-0.4684	270		0402_0.1uF_16V_X7R_10%	C0402
SC13	-197.9930	-0.4684	270		0402_1uF_6.3V_X5R_10%	C0402
SC14	-199.0090	-0.6208	270		0402_10uF_6.3V_X5R_20%	C0402
SC15	-182.8800	1.7922	0		0402_1uF_6.3V_X5R_10%	C0402
SC16	-182.8800	0.7762	0		0402_0.1uF_16V_X7R_10%	C0402
SC17	-182.8800	-0.3668	0		0402_0.1uF_16V_X7R_10%	C0402
SC18	-180.4670	-3.2878	270		0402_10uF_6.3V_X5R_20%	C0402
SC19	-191.3128	-6.8438	270		0402_0.1uF_16V_X7R_10%	C0402
SC2	-198.7550	2.3002	180		0402_0.1uF_16V_X7R_10%	C0402
SC3	-196.5960	4.2052	180		0402_0.1uF_16V_X7R_10%	C0402
SC4	-195.5800	5.6022	90		0402_0.1uF_16V_X7R_10%	C0402
SC5	-193.4210	6.1102	180		0402_0.1uF_16V_X7R_10%	C0402
SC6	-193.4210	7.8882	180		0402_1uF_6.3V_X5R_10%	C0402
SC7	-191.3890	5.2212	0		0402_3300pF_50V_X7R_10%	C0402
SC9	-194.3100	-6.7930	90		0402_10uF_6.3V_X5R_20%	C0402
SFB3	-200.9394	1.3350	180		HCB1608KF_800T30	R0603
SFB6	-200.1520	-0.8748	270		HCB1608KF_800T30	R0603
SQ4	-193.2894	10.1382	180		LMBT3904LT1G	SOT23_BCE
SQ6	-185.7862	9.2551	90		L2N7002LT1G	SOT23_GDS
SR1	-196.5960	1.2842	0		0402_1K_1%	R0402
SR10	-201.6252	-0.1636	180		0402_120_1%	R0402
SR11	-186.0550	5.7292	90		0402_10K_1%	R0402
SR12	-185.1406	-7.5296	270		0402_10K_1%	R0402
SR14	-180.4670	0.7762	0		0402_100_1%	R0402
SR16	-181.4830	-3.4148	90		0402_0	R0402
SR18	-187.1726	5.8054	90		0402_2.2K_1%	R0402
SR2	-196.5960	2.3002	0		0402_1K_1%	R0402
SR21	-192.2018	-6.8438	270		0402_10K_1%	R0402
SR22	-198.4756	-6.3612	180		0402_1K_1%	R0402
SR26	-198.5010	-5.0658	180		0402_680_1%	R0402
SR27	-182.4990	-1.6368	0		0402_1K_1%	R0402
SR28	-184.2770	5.7292	90		0402_10K_1%	R0402
SR3	-196.5960	3.3162	0		0402_10K_1%	R0402
SR32	-185.1660	5.7292	90		0402_0	R0402
SR4	-196.4690	5.6022	270		0402_15K_1%	R0402
SR5	-193.4210	6.9992	0		0402_6.2K_1%	R0402
SR6	-198.7550	3.3162	180		0402_2K_1%	R0402
SR65	-193.0400	-6.8438	90		0402_10K_1%	R0402
SR7	-194.6910	5.6022	90		0402_10K_1%	R0402
SR8	-193.4210	5.2212	180		0402_10K_1%	R0402
SU1	-189.7888	-0.3160	0		IT8613E	LQFP64_0D4_1D6
T1	-139.7000	3.7480	270		G2406S	DFN24L_2X12_1D0
U1	-181.7370	-101.5858	270		FH82H610	CLPDB_XBGA1045_ADL_S_LP7190_MA
U100	-189.1538	-158.4818	180		U74AHC1G08G_AE5_R	SOT23-5
U103	-199.2406	-158.3294	270		U74AHC1G08G_AL5_R	SOT353-5-0D65
U106	-27.5422	7.1371	90		PI3HDX12211AZHEX	TQFN42_0D5_3D5X9_H0D8_PD-2035J
U108	-155.1486	-156.0690	270		ASM1543	QFN32_0D4_4X4_H0D8_TS2D75
U110	-148.5898	-157.7200	270		AZ1023_04F	SLP2510P8
U111	-148.5898	-153.5290	270		AZ1023_04F	SLP2510P8
U112	-131.4364	-156.0687	0		JW7115S_2SOTA	SOT23-5
U13	-169.0369	-149.2101	180		VL817_Q7S	QFN76_0D4_H1D0_B
U2	-159.6408	9.6922	90		RTL8111M_CG	QFN32_0D4_H0D8
U20	-163.7030	-17.4060	180		U74AHC1G08G_AE5_R	SOT23-5
U23	-39.8780	9.9710	0		CS5212AN	QFN32_0D4_4X4_H0D9_T2D8
U3	-202.8538	-41.0408	225		GL852G_OHY60	QFN28_5X5_H0D8
U30	-205.5895	-15.0480	0		75232G_P20_R	TSSOP_20P
U32G2_TYPE_C	-84.4672	28.3707	180		AUSB0197_P001A	USB_C_AUSB0197-P001A
U33	-188.6966	21.4010	0		ALC897_VA2_CG	TQFP_48P
U72	-2.4003	13.3365	180		TS3314PL	SOT23-6L
U87	-137.9220	-53.4528	180		74LVC1G14GV	SOT23-5
U88	-131.4450	-90.2828	0		U74AHC1G02G_AE5_R	SOT23_5_NPC30X
U9516	-11.1760	8.9042	180		JW7115S_2SOTA	SOT23_5_1P295H
U9561	-84.2008	16.3974	90		ASM1543	QFN32_0D4_4X4_H0D8_TS2D75
UC50	-85.7250	-28.0528	0		0603_22uF_6.3V_X5R_20%	C0603
UD14	-99.5679	14.3654	0		TT0514TP	SLP2510P8
UD52	-90.8052	28.4623	90		AZ1023_04F	SLP2510P8
UD53	-90.6782	23.5093	270		AZ1023_04F	SLP2510P8
UD6	-106.5529	14.2384	0		TT0514TP	SLP2510P8
UD8	-10.6553	13.3365	180		TS3314PL	SOT23-6L
UL19	-49.5427	22.8869	0		AZ1515_04S	SOT23-6L
UL2	-148.8313	1.1699	180		AZ1515_04S	SOT23-6L
UL21	-21.5773	23.7505	180		AZ1515_04S	SOT23-6L
UL3	-148.9583	7.2151	180		AZ1515_04S	SOT23-6L
UL7	-36.6903	21.2359	270		AZ1515_04S	SOT23-6L
UP10	-204.8510	-119.2388	180		MP1475DJ_LF_Z	TSOT23-8L
UP100	-32.6024	-9.8664	270		MP87661	QFN31_0D5_5X5
UP101	-50.1284	-9.9934	270		MP87661	QFN31_0D5_5X5
UP102	-67.7814	-9.8664	270		MP87661	QFN31_0D5_5X5
UP103	-9.7790	-73.1236	180		MP87661	QFN31_0D5_5X5
UP104	-9.7790	-55.4706	180		MP87661	QFN31_0D5_5X5
UP106	-9.7790	-90.6496	180		MP87661	QFN31_0D5_5X5
UP15	-90.7430	-10.8316	270		MP87661	QFN31_0D5_5X5
UP563	-174.0916	11.4492	270		MP1658GTF	SOT563_0D5_1D6X1D2_H0D6
UP6	-123.2408	-87.7618	90		NCT3101S	SOIC8_225_PAD
UP601	-191.8208	-148.1314	90		RT8120AZSP	SOIC8_225_PAD
UP701	-27.0510	-154.7798	270		RT8120AZSP	SOIC8_225_PAD
UP8	-190.8302	-137.7808	180		MP1475DJ_LF_Z	TSOT23-8L
UP903	-126.6690	-81.6468	90		MP1475DJ_LF_Z	TSOT23-8L
UP906	-173.6141	-159.6248	0		MP1658GTF	SOT563_0D5_1D6X1D2_H0D6
UP960	-93.3704	-146.2390	270		UP7501M8	SOT23-8
UU1	-153.3708	-144.3884	90		GL9901NT	QFN24_0D5_4X4_H0D8_T2D6X2D6
UU16	-92.0239	9.4920	270		GL9901NT	QFN24_0D5_4X4_H0D8_T2D6X2D6
VC10	-40.1320	16.1432	270		0201_10pF_50V_NP0_5%	C0201
VC50	-43.8150	7.6342	180		0402_0.1uF_16V_X7R_10%	C0402
VC51	-44.9580	13.4762	180		0603_10uF_6.3V_X5R_20%	C0603
VC54	-43.5610	11.3680	180		0201_0.1uF_16V_X5R_10%	C0201
VC55	-44.5770	12.3332	180		0402_0.1uF_16V_X7R_10%	C0402
VC56	-38.9890	13.6032	90		0201_0.1uF_16V_X5R_10%	C0201
VC57	-42.6720	6.4912	270		0201_0.1uF_16V_X5R_10%	C0201
VC58	-36.0680	10.3012	0		0402_0.1uF_16V_X7R_10%	C0402
VC59	-37.3380	12.8920	0		0201_0.1uF_16V_X5R_10%	C0201
VC60	-36.8554	13.6794	0		0402_10uF_6.3V_X5R_20%	C0402
VC8	-42.6720	16.1432	270		0201_10pF_50V_NP0_5%	C0201
VC9	-41.4020	16.1432	270		0201_10pF_50V_NP0_5%	C0201
VR1	-43.8150	8.7010	180		0402_100K_1%	R0402
VR10	-41.4020	14.3652	90		0402_75_1%	R0402
VR11	-40.1320	14.3652	90		0402_75_1%	R0402
VR13	-37.5920	16.2702	90		0402_33	R0402
VR15	-38.4810	16.2702	90		0402_33	R0402
VR18	-35.1028	16.2448	90		0402_22	R0402
VR19	-36.1442	16.2448	90		0402_22	R0402
VR4	-35.1028	17.8958	90		0402_2.2K_1%	R0402
VR5	-36.1442	17.8958	90		0402_2.2K_1%	R0402
VR9	-42.6720	14.3652	90		0402_75_1%	R0402
X3	-164.9798	-158.7486	90		25.000MHz_20PF_30PPM	SMY_4P_3D2X2D5_PAD48X60_0D8H
XH1	-187.7060	-77.4558	0		32.768KHZ_12.5pF	FC135-3215
Y1	-207.8987	-45.6010	225		12.000MHZ_20PF_30PPM	SMY_4P_3D2X2D5_PAD48X60_0D8H
IHDMI	-26.0534	18.5086	0		HDMI_PORT_19PIN
