---------------------------------------------------------------------------------------------------
                                 COMPONENT  CENTER  REPORT
---------------------------------------------------------------------------------------------------
         |                        |                  |        MIL        |        MM         |   | 
         |                        |                  |-------------------|-------------------|   | 
 refdes  |      device type       |     package      |    x    |    y    |    x    |    y    |ang|m
---------------------------------------------------------------------------------------------------
ADM       TPS3895ADRYR_AK_DFN_6P_20_57X39/TPS3895ADRYR AK_DFN_6P_20_57X39_TI   5787.85   6848.60   147.011   173.954 180 N
R1267     R_R0402_DISCRETE_0OHM/0Ohm R0402                1991.95  11741.26    50.596   298.228 180 N
R1268     R_R0402_DISCRETE_0OHM/0Ohm R0402                1991.95  11658.62    50.596   296.129 0   N
R1274     R_R0603_H24_DISCRETE_0OHM/0Ohm R0603_H24            1356.03  11584.52    34.443   294.247 90  N
R1275     R_R0603_H24_DISCRETE_0OHM/0Ohm R0603_H24            1296.68  12050.61    32.936   306.085 0   N
R1277     R_R0603_H24_DISCRETE_0OHM/0Ohm R0603_H24            1640.00  11990.00    41.656   304.546 0   N
R1279     R_R0603_H24_DISCRETE_0OHM/0Ohm R0603_H24            1330.00  11790.00    33.782   299.466 180 N
R1281     R_R0402_DISCRETE_510OHM/510OHM R0402                1144.53  11391.40    29.071   289.342 180 N
R1295     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16            1144.53  11346.40    29.071   288.199 180 N
R1296     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16            1144.53  11301.40    29.071   287.056 0   N
R1313     R_R0402_DISCRETE_0OHM/0Ohm R0402                1599.46  11738.58    40.626   298.160 270 N
R1314     R_R0402_DISCRETE_0OHM/0Ohm R0402                1300.91  10984.81    33.043   279.014 0   N
R1315     R_R0402_DISCRETE_0OHM/0Ohm R0402                1300.91  11024.81    33.043   280.030 0   N
R1316     R_R0402_DISCRETE_0OHM/0Ohm R0402                1300.91  11069.81    33.043   281.173 0   N
R1317     R_R0402_DISCRETE_0OHM/0Ohm R0402                1300.91  11109.81    33.043   282.189 0   N
R1318     R_R0402_DISCRETE_0OHM/0Ohm R0402                1300.91  11160.94    33.043   283.488 0   N
R1319     R_R0402_DISCRETE_0OHM/0Ohm R0402                1300.91  11200.94    33.043   284.504 0   N
R1320     R_R0402_DISCRETE_0OHM/0Ohm R0402                1300.91  11250.94    33.043   285.774 0   N
R1321     R_R0402_DISCRETE_0OHM/0Ohm R0402                1300.91  11290.94    33.043   286.790 0   N
R1323     R_R0402_DISCRETE_510OHM/510OHM R0402                1680.00  10730.00    42.672   272.542 0   N
R1324     R_R0402_DISCRETE_510OHM/510OHM R0402                4174.99  11412.66   106.045   289.882 180 N
R1325     R_R0402_DISCRETE_510OHM/510OHM R0402                4174.99  11454.44   106.045   290.943 180 N
R1326     R_R0402_DISCRETE_510OHM/510OHM R0402                4174.99  11495.24   106.045   291.979 180 N
R1327     R_R0402_DISCRETE_33OHM/33Ohm R0402                4092.22  11590.34   103.942   294.395 90  N
R1328     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16            4093.02  11681.24   103.963   296.703 90  N
R1329     R_R0402_DISCRETE_2.7KOHM/2.7KOHM R0402                 806.80  11495.75    20.493   291.992 270 N
R1330     R_R0603_H24_DISCRETE_510OHM/510Ohm R0603_H24            8517.00   6106.00   216.332   155.092 0   N
R1331     R_R0402_DISCRETE_0OHM/0Ohm R0402                8851.00  16070.00   224.815   408.178 90  N
R1332     R_R0402_DISCRETE_10KOHM/10KOhm R0402                8853.81  15839.85   224.887   402.332 270 N
R1333     R_R0603_H24_DISCRETE_330OHM/330Ohm R0603_H24            8521.00  16263.00   216.433   413.080 90  N
R1334     R_R0402_DISCRETE_330OHM/330Ohm R0402                8521.00  16365.00   216.433   415.671 270 N
R1335     R_R0402_DISCRETE_10KOHM/10KOhm R0402                 894.33  11537.45    22.716   293.051 90  N
R1336     R_R0402_DISCRETE_10KOHM/10KOhm R0402                 806.13  11605.33    20.476   294.775 270 N
R1337     R_R0402_H16_DISCRETE_1KOHM/1KOhm R0402_H16            8521.00  16457.00   216.433   418.008 90  N
R1338     R_R0603_H24_DISCRETE_150OHM/150Ohm R0603_H24            8521.00  16023.00   216.433   406.984 270 N
R1339     R_R0402_H16_DISCRETE_10KOHM/10KOhm R0402_H16            8810.00  16070.00   223.774   408.178 90  N
R1340     R_R0603_H24_DISCRETE_150OHM/150Ohm R0603_H24            4151.00  11143.00   105.435   283.032 0   N
R1341     R_R0402_H16_DISCRETE_10KOHM/10KOhm R0402_H16            8055.53   6480.92   204.610   164.615 90  N
R1342     R_R0402_H16_DISCRETE_10KOHM/10KOhm R0402_H16            8259.45  15967.95   209.790   405.586 270 N
R1343     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16            8996.89  16030.00   228.521   407.162 180 N
R1344     R_R0402_DISCRETE_1KOHM/1KOHM R0402                9163.89  15970.00   232.763   405.638 90  N
R1346     R_R0402_H16_DISCRETE_8.2KOHM/8.2KOhm R0402_H16            8055.53   6670.92   204.610   169.441 270 N
R1347     R_R0402_H16_DISCRETE_8.2KOHM/8.2KOhm R0402_H16            8052.46   6578.25   204.532   167.088 270 N
R1348     R_R0402_DISCRETE_330OHM/330Ohm R0402                8932.00  16070.00   226.873   408.178 270 N
R1349     R_R0402_DISCRETE_330OHM/330Ohm R0402                9167.95  16070.30   232.866   408.186 270 N
R1350     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16            5274.48  11977.56   133.972   304.230 270 N
R1352     R_R0402_H16_DISCRETE_10KOHM/10KOhm R0402_H16            5414.82  11977.20   137.536   304.221 270 N
R1353     R_R0603_DISCRETE_649KOHM/649KOHM R0603                5066.25  12188.49   128.683   309.588 270 N
R1354     R_R0402_DISCRETE_0OHM/0Ohm R0402                5229.88  11977.59   132.839   304.231 270 N
R1355     R_R0402_H16_DISCRETE_10KOHM/10KOhm R0402_H16            5329.72  11977.14   135.375   304.219 90  N
R1356     R_R0402_H16_DISCRETE_10OHM/10Ohm R0402_H16            5130.00  12290.00   130.302   312.166 270 N
R1359     R_R0402_DISCRETE_330OHM/330Ohm R0402                8672.85  16071.12   220.290   408.206 270 N
R1360     R_R0402_DISCRETE_1KOHM/1KOHM R0402                5235.00  12400.00   132.969   314.960 270 N
R1361     R_R0603_H24_DISCRETE_200OHM/200Ohm R0603_H24            1685.00  10570.00    42.799   268.478 180 N
R1362     R_R0402_DISCRETE_10MOHM/10MOhm R0402                3780.00  12205.00    96.012   310.007 180 N
R1363     R_R0402_H16_DISCRETE_47KOHM/47KOhm R0402_H16            4951.88  12399.19   125.778   314.939 90  N
R1364     R_R0402_H16_DISCRETE_47KOHM/47KOhm R0402_H16            5060.69  12372.24   128.542   314.255 0   N
R1365     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16            4785.00  12390.00   121.539   314.706 90  N
R1366     R_R0402_DISCRETE_0OHM/0Ohm R0402                9251.54  16406.81   234.989   416.733 90  N
R1367     R_R0402_DISCRETE_150OHM/150Ohm R0402                 527.60  12708.03    13.401   322.784 270 N
R1368     R_R0402_DISCRETE_150OHM/150Ohm R0402                 528.70  12617.89    13.429   320.494 270 N
R1369     R_R0402_DISCRETE_150OHM/150Ohm R0402                 529.20  12526.54    13.442   318.174 270 N
R1370     R_R0402_DISCRETE_150OHM/150Ohm R0402                 350.00  12705.00     8.890   322.707 90  N
R1371     R_R0402_DISCRETE_150OHM/150Ohm R0402                 390.01  12615.00     9.906   320.421 90  N
R1372     R_R0402_DISCRETE_150OHM/150Ohm R0402                 395.00  12520.00    10.033   318.008 90  N
R1373     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16             209.46  13264.23     5.320   336.911 90  N
R1374     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16             377.88  13518.91     9.598   343.380 270 N
R1375     R_R0402_DISCRETE_1KOHM/1KOHM R0402                 209.00  13355.00     5.309   339.217 90  N
R1376     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16             711.51  12489.12    18.072   317.224 90  N
R1377     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16             332.07  13525.86     8.435   343.557 90  N
R1378     R_R0402_DISCRETE_0OHM/0Ohm R0402                 590.13  12871.44    14.989   326.935 270 N
R1379     R_R0402_DISCRETE_0OHM/0Ohm R0402                 395.43  13061.08    10.044   331.751 270 N
R1380     R_R0402_H16_DISCRETE_10OHM/10Ohm R0402_H16             385.01  12860.00     9.779   326.644 270 N
R1381     R_R0402_H16_DISCRETE_10OHM/10Ohm R0402_H16             314.41  13036.80     7.986   331.135 180 N
R1382     R_R0402_DISCRETE_0OHM/0Ohm R0402                 545.31  12806.73    13.851   325.291 0   N
R1383     R_R0402_DISCRETE_0OHM/0Ohm R0402                 456.63  12765.84    11.598   324.252 180 N
R1384     R_R0402_DISCRETE_0OHM/0Ohm R0402                 642.57  12383.79    16.321   314.548 180 N
R1385     R_R0805_H24_DISCRETE_0OHM/0Ohm R0805_H24             970.00  12110.00    24.638   307.594 0   N
R1386     R_R0805_H24_DISCRETE_0OHM/0Ohm R0805_H24             790.00  12110.00    20.066   307.594 180 N
R1387     R_R0402_DISCRETE_10KOHM/10KOhm R0402                1101.36  12111.05    27.975   307.621 90  N
R1388     R_R0402_DISCRETE_10KOHM/10KOhm R0402                1144.29  12111.05    29.065   307.621 90  N
R1389     R_R0402_H16_DISCRETE_10OHM/10Ohm R0402_H16            8090.01  13545.00   205.486   344.043 180 N
R1390     R_R0402_H16_DISCRETE_10OHM/10Ohm R0402_H16            7935.01  13545.00   201.549   344.043 180 N
R1391     R_R0402_DISCRETE_150OHM/150Ohm R0402                7619.99  13545.00   193.548   344.043 0   N
R1392     R_R0402_DISCRETE_150OHM/150Ohm R0402                7460.01  13410.00   189.484   340.614 180 N
R1393     R_R0402_DISCRETE_150OHM/150Ohm R0402                7780.01  13410.00   197.612   340.614 180 N
R1394     R_R0402_DISCRETE_150OHM/150Ohm R0402                7779.99  13545.00   197.612   344.043 0   N
R1395     R_R0402_DISCRETE_150OHM/150Ohm R0402                7459.99  13545.00   189.484   344.043 0   N
R1396     R_R0402_DISCRETE_150OHM/150Ohm R0402                7620.01  13410.00   193.548   340.614 180 N
R1397     R_R0402_DISCRETE_0OHM/0Ohm R0402                 242.67  13176.81     6.164   334.691 180 N
R1398     R_R0402_H16_DISCRETE_10OHM/10Ohm R0402_H16             208.00  13446.00     5.283   341.528 270 N
R1399     R_R0402_H16_DISCRETE_10OHM/10Ohm R0402_H16             265.00  13500.00     6.731   342.900 0   N
R1400     R_R0402_DISCRETE_0OHM/0Ohm R0402                 772.17  12902.22    19.613   327.716 0   N
R1401     R_R0402_DISCRETE_0OHM/0Ohm R0402                 680.00  12900.00    17.272   327.660 0   N
R1402     R_R0402_DISCRETE_0OHM/0Ohm R0402                 643.00  12520.00    16.332   318.008 0   N
R1403     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16             540.66  13088.07    13.733   332.437 0   N
R1404     R_R0402_DISCRETE_0OHM/0Ohm R0402                 789.27  12489.51    20.047   317.234 90  N
R1405     R_R0402_DISCRETE_0OHM/0Ohm R0402                 599.67  13202.10    15.232   335.333 90  N
R1406     R_R0402_DISCRETE_0OHM/0Ohm R0402                 409.00  13295.00    10.389   337.693 0   N
R1407     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16             394.62  12970.98    10.023   329.463 270 N
R1408     R_R0805_H24_DISCRETE_0OHM/0Ohm R0805_H24            1055.00   3922.00    26.797    99.619 180 N
R1409     R_R0402_DISCRETE_10KOHM/10KOhm R0402                1045.01   3985.00    26.543   101.219 180 N
R1410     R_R0402_DISCRETE_15KOHM/15KOhm R0402                1044.99   4030.00    26.543   102.362 0   N
R1414     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18120.69   4093.70   460.266   103.980 90  N
R1415     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18110.66  12266.82   460.011   311.577 0   N
R1416     R_R0402_H16_DISCRETE_0OHM/0Ohm R0402_H16           18171.38   4188.53   461.553   106.389 270 N
R1417     R_R0402_H16_DISCRETE_0OHM/0Ohm R0402_H16           18208.70  12327.96   462.501   313.130 0   N
R1418     R_R0402_H16_DISCRETE_0OHM/0Ohm R0402_H16           18376.02   3270.84   466.751    83.079 270 N
R1419     R_R0402_H16_DISCRETE_0OHM/0Ohm R0402_H16           18506.03   7513.28   470.053   190.837 270 N
R1420     R_R0603_H24_DISCRETE_4.7KOHM/4.7KOhm R0603_H24           18132.58  12115.95   460.568   307.745 180 N
R1421     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18219.58  12522.03   462.777   318.060 180 N
R1422     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18323.54   4407.40   465.418   111.948 90  N
R1423     R_R0402_DISCRETE_10KOHM/10KOhm R0402               18278.73   4408.41   464.280   111.974 90  N
R1424     R_R0402_DISCRETE_5.6KOHM/5.6KOhm R0402               18191.76   4408.37   462.071   111.973 90  N
R1425     R_R0603_H24_DISCRETE_100OHM/100Ohm R0603_H24           18170.69   4084.04   461.536   103.735 270 N
R1426     R_R0603_H24_DISCRETE_4.7KOHM/4.7KOhm R0603_H24           18171.38   4293.53   461.553   109.056 90  N
R1427     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18151.32   4408.62   461.044   111.979 270 N
R1428     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18565.00  12450.75   471.551   316.249 270 N
R1429     R_R0402_DISCRETE_10KOHM/10KOhm R0402               18290.00  12455.75   464.566   316.376 270 N
R1430     R_R0402_DISCRETE_5.6KOHM/5.6KOhm R0402               18200.00  12455.75   462.280   316.376 270 N
R1431     R_R0603_H24_DISCRETE_100OHM/100Ohm R0603_H24           18268.94  12115.00   464.031   307.721 0   N
R1432     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18702.41   8420.93   475.041   213.892 270 N
R1433     R_R0402_H16_DISCRETE_0OHM/0Ohm R0402_H16           18538.83   8522.79   470.886   216.479 270 N
R1434     R_R0402_H16_DISCRETE_0OHM/0Ohm R0402_H16           18577.35  15269.85   471.865   387.854 270 N
R1435     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18701.93   8520.00   475.029   216.408 270 N
R1436     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18285.66   8231.30   464.456   209.075 90  N
R1437     R_R0402_DISCRETE_5.6KOHM/5.6KOhm R0402               18285.75   8122.02   464.458   206.299 270 N
R1438     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18702.41   8320.93   475.041   211.352 270 N
R1439     R_R0402_DISCRETE_10KOHM/10KOhm R0402               18326.73   8231.47   465.499   209.079 270 N
R1440     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18545.00   8315.75   471.043   211.220 270 N
R1441     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18617.88  15270.12   472.894   387.861 90  N
R1442     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18586.86  15080.00   472.106   383.032 270 N
R1443     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18173.25  15088.68   461.601   383.252 90  N
R1444     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18660.00  15270.00   473.964   387.858 90  N
R1445     R_R0402_DISCRETE_10KOHM/10KOhm R0402               18298.65  15088.68   464.786   383.252 270 N
R1446     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18700.00  15270.00   474.980   387.858 270 N
R1447     R_R0402_DISCRETE_5.6KOHM/5.6KOhm R0402               18216.51  15088.68   462.699   383.252 270 N
R1448     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18658.68   7577.49   473.930   192.468 270 N
R1449     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18185.00   7272.55   461.899   184.723 270 N
R1450     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18585.00   7285.00   472.059   185.039 270 N
R1451     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18699.15   7577.00   474.958   192.456 270 N
R1452     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18688.20   6906.75   474.680   175.431 90  N
R1453     R_R0402_DISCRETE_10KOHM/10KOhm R0402               18313.62   7272.55   465.166   184.723 90  N
R1454     R_R0402_DISCRETE_5.6KOHM/5.6KOhm R0402               18225.00   7272.55   462.915   184.723 90  N
R1455     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18700.00   3150.00   474.980    80.010 270 N
R1456     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18540.00   3150.00   470.916    80.010 270 N
R1457     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18581.44   3050.00   471.969    77.470 270 N
R1458     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18700.00   3250.00   474.980    82.550 270 N
R1459     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18700.00   3050.00   474.980    77.470 270 N
R1460     R_R0402_DISCRETE_10KOHM/10KOhm R0402               18540.00   3050.00   470.916    77.470 270 N
R1461     R_R0402_DISCRETE_5.6KOHM/5.6KOhm R0402               18583.49   3150.37   472.021    80.019 90  N
R1462     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18515.00   3640.00   470.281    92.456 0   N
R1463     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18520.00  11490.00   470.408   291.846 0   N
R1464     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18528.94   1020.00   470.635    25.908 0   N
R1465     R_R0402_H16_DISCRETE_10KOHM/10KOhm R0402_H16           18335.00   7630.00   465.709   193.802 180 N
R1466     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18380.00   6255.00   466.852   158.877 180 N
R1467     R_R0402_DISCRETE_0OHM/0Ohm R0402               18360.00   7885.00   466.344   200.279 270 N
R1468     R_R0402_DISCRETE_0OHM/0Ohm R0402               18360.00   7785.00   466.344   197.739 90  N
R1469     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18460.00   8830.75   468.884   224.301 0   N
R1470     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18335.00   7715.00   465.709   195.961 0   N
R1471     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18335.00   7670.00   465.709   194.818 0   N
R1472     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18519.38  15853.77   470.392   402.686 0   N
R1473     R_R0402_DISCRETE_10KOHM/10KOhm R0402               18401.26   4603.82   467.392   116.937 270 N
R1474     R_R0603_H24_DISCRETE_100OHM/100Ohm R0603_H24           18279.78   4659.39   464.306   118.349 0   N
R1475     R_R0402_DISCRETE_5.6KOHM/5.6KOhm R0402               18443.17   4603.82   468.457   116.937 90  N
R1476     R_R0402_DISCRETE_10KOHM/10KOhm R0402               18565.00  12555.75   471.551   318.916 270 N
R1477     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18610.00  12555.75   472.694   318.916 270 N
R1478     R_R0402_DISCRETE_5.6KOHM/5.6KOhm R0402               18655.00  12555.75   473.837   318.916 270 N
R1479     R_R0402_DISCRETE_10KOHM/10KOhm R0402               18535.59   3254.04   470.804    82.653 270 N
R1480     R_R0402_DISCRETE_5.6KOHM/5.6KOhm R0402               18577.62   3346.20   471.872    84.993 270 N
R1481     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18576.00   3254.04   471.830    82.653 90  N
R1482     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18580.52   8420.93   471.945   213.892 270 N
R1483     R_R0402_DISCRETE_5.6KOHM/5.6KOhm R0402               18621.48   8420.93   472.986   213.892 270 N
R1484     R_R0402_DISCRETE_10KOHM/10KOhm R0402               18661.93   8320.93   474.013   211.352 270 N
R1485     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18610.00  15180.00   472.694   385.572 270 N
R1486     R_R0402_DISCRETE_5.6KOHM/5.6KOhm R0402               18655.00  15180.00   473.837   385.572 270 N
R1487     R_R0402_DISCRETE_10KOHM/10KOhm R0402               18690.00  15080.00   474.726   383.032 270 N
R1488     R_R0402_H16_DISCRETE_100OHM/100Ohm R0402_H16           18675.00   7480.00   474.345   189.992 270 N
R1489     R_R0402_DISCRETE_5.6KOHM/5.6KOhm R0402               18675.00   7380.00   474.345   187.452 90  N
R1490     R_R0402_DISCRETE_10KOHM/10KOhm R0402               18585.00   7380.00   472.059   187.452 270 N
R1491     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18357.48   4603.81   466.280   116.937 270 N
R1492     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18690.00  12450.75   474.726   316.249 270 N
R1493     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18624.42   3049.65   473.060    77.461 270 N
R1494     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18621.48   8320.93   472.986   211.352 270 N
R1495     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18645.00  15080.00   473.583   383.032 270 N
R1496     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18630.00   7285.00   473.202   185.039 270 N
R1497     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18188.10  14868.72   461.978   377.665 180 N
R1498     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18280.00  14815.00   464.312   376.301 180 N
R1499     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18460.00   8774.00   468.884   222.860 180 N
R1500     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18460.00   8880.75   468.884   225.571 180 N
R1501     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18246.02   7146.05   463.449   181.510 180 N
R1502     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18423.06   6924.00   467.946   175.870 180 N
R1503     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18540.00    970.00   470.916    24.638 180 N
R1504     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18288.66   2807.47   464.532    71.310 180 N
R1505     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18515.00   3590.00   470.281    91.186 180 N
R1506     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18286.65   4332.78   464.481   110.053 180 N
R1507     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18395.00  11480.00   467.233   291.592 180 N
R1508     R_R0603_H24_DISCRETE_300OHM/300Ohm R0603_H24           18266.06  12170.00   463.958   309.118 180 N
R1509     R_R0402_DISCRETE_0OHM/0Ohm R0402               18291.33  14870.13   464.600   377.701 180 N
R1510     R_R0402_DISCRETE_0OHM/0Ohm R0402               18580.00   8774.00   471.932   222.860 180 N
R1511     R_R0402_DISCRETE_0OHM/0Ohm R0402               18256.95   6923.67   463.727   175.861 0   N
R1512     R_R0402_DISCRETE_0OHM/0Ohm R0402               18660.00    970.00   473.964    24.638 180 N
R1514     R_R0402_DISCRETE_0OHM/0Ohm R0402               18435.00   7605.00   468.249   193.167 180 N
R1515     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18079.86   4094.19   459.228   103.992 270 N
R1516     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18208.18  12369.39   462.488   314.183 180 N
R1517     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18335.43   3270.84   465.720    83.079 90  N
R1518     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18461.03   7513.28   468.910   190.837 90  N
R1519     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18497.33   8522.75   469.832   216.478 90  N
R1520     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16           18311.19  15282.24   465.104   388.169 180 N
R1521     R_R0805_H24_DISCRETE_0OHM/0Ohm R0805_H24            1871.00   4544.00    47.523   115.418 90  N
R1522     R_R0805_H24_DISCRETE_0OHM/0Ohm R0805_H24            7822.00   3809.18   198.679    96.753 90  N
R1523     R_R0805_H24_DISCRETE_0OHM/0Ohm R0805_H24            9324.00    374.00   236.830     9.500 90  N
R1524     R_R0402_DISCRETE_10KOHM/10KOhm R0402                2167.00   4636.00    55.042   117.754 180 N
R1525     R_R0402_DISCRETE_10KOHM/10KOhm R0402                7916.62   4074.91   201.082   103.503 180 N
R1526     R_R0402_DISCRETE_10KOHM/10KOhm R0402                9255.00    382.00   235.077     9.703 90  N
R1527     R_R0402_DISCRETE_15KOHM/15KOhm R0402                2257.00   4637.00    57.328   117.780 180 N
R1528     R_R0402_DISCRETE_15KOHM/15KOhm R0402                7915.04   4127.75   201.042   104.845 0   N
R1529     R_R0402_DISCRETE_15KOHM/15KOhm R0402                9255.00    291.00   235.077     7.391 90  N
R1530     R_R0402_H16_DISCRETE_0OHM/0Ohm R0402_H16            8225.00  14775.00   208.915   375.285 180 N
R1531     R_R0402_H16_DISCRETE_0OHM/0Ohm R0402_H16            8225.00  14692.00   208.915   373.177 180 N
R1532     R_R0402_H16_DISCRETE_0OHM/0Ohm R0402_H16            8225.00  14435.00   208.915   366.649 180 N
R1533     R_R0402_H16_DISCRETE_0OHM/0Ohm R0402_H16            8340.01  14150.00   211.836   359.410 180 N
R1534     R_R0402_H16_DISCRETE_10OHM/10Ohm R0402_H16            8225.00  14270.01   208.915   362.458 0   N
R1535     R_R0402_H16_DISCRETE_0OHM/0Ohm R0402_H16            8225.00  14350.01   208.915   364.490 0   N
R1536     R_R0402_DISCRETE_100OHM/100OHM R0402                8225.00  14611.00   208.915   371.119 0   N
R1537     R_R0402_DISCRETE_100OHM/100OHM R0402                8225.00  14900.00   208.915   378.460 0   N
R1538     R_R0402_DISCRETE_100OHM/100OHM R0402                8225.00  14651.00   208.915   372.135 180 N
R1539     R_R0402_DISCRETE_100OHM/100OHM R0402                8225.00  14860.00   208.915   377.444 180 N
R1540     R_R0402_H16_DISCRETE_10KOHM/10KOhm R0402_H16            8225.00  14189.99   208.915   360.426 0   N
R1541     R_R0402_H16_DISCRETE_0OHM/0Ohm R0402_H16            8225.00  14310.01   208.915   363.474 180 N
R1542     R_R0402_H16_DISCRETE_0OHM/0Ohm R0402_H16            8225.00  14390.01   208.915   365.506 180 N
R1543     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16            8224.99  14230.00   208.915   361.442 0   N
R1544     R_R0402_H16_DISCRETE_10KOHM/10KOhm R0402_H16            8225.00  14570.00   208.915   370.078 0   N
R1545     R_R0402_H16_DISCRETE_0OHM/0Ohm R0402_H16            8395.00  14390.00   213.233   365.506 0   N
R1546     R_R0402_DISCRETE_100KOHM/100KOhm R0402                8225.00  14149.99   208.915   359.410 180 N
R1547     R_R0402_H16_DISCRETE_4.7KOHM/4.7KOhm R0402_H16            8340.01  14190.01   211.836   360.426 180 N
R1548     R_R0402_DISCRETE_2KOHM/2KOHM R0402                8395.00  14430.00   213.233   366.522 180 N
R1549     R_R0402_H16_DISCRETE_10KOHM/10KOhm R0402_H16            8225.00  14520.00   208.915   368.808 0   N
R1550     R_R0402_DISCRETE_100KOHM/100KOhm R0402                8227.70    335.93   208.984     8.533 0   N
