---------------------------------------------------------------------------------------------------
                                 COMPONENT  CENTER  REPORT
---------------------------------------------------------------------------------------------------
         |                        |                  |        MIL        |        MM         |   | 
         |                        |                  |-------------------|-------------------|   | 
 refdes  |      device type       |     package      |    x    |    y    |    x    |    y    |ang|m
---------------------------------------------------------------------------------------------------
ADM       TPS3895ADRYR_AK_DFN_6P_20_57X39/TPS3895ADRYR AK_DFN_6P_20_57X39_TI   5787.85   6848.60   147.011   173.954 180 N
PC203     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402               17240.00   5355.00   437.896   136.017 90  N
PC204     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17280.00   5355.00   438.912   136.017 90  N
PC207     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402               17506.35   3869.03   444.661    98.273 90  N
PC215     C_AK_C0402_0.1UF/25V/0.1UF/25V AK_C0402            17856.60   7207.88   453.558   183.080 270 N
PC216     C_C0402_DISCRETE_47PF/50V/47PF/50V C0402               16115.00   6160.00   409.321   156.464 0   N
PC219     C_AK_C0402_1UF/16V/1UF/16V AK_C0402            17340.00   5880.00   440.436   149.352 180 N
PC222     C_AK_C0402_1UF/16V/1UF/16V AK_C0402            17340.00   6540.00   440.436   166.116 180 N
PC223     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17433.44   6170.08   442.809   156.720 180 N
PC224     C_C0402_2.2UF/6.3V/2.2UF/6.3V C0402               17338.63   7160.00   440.401   181.864 180 N
PC225     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17433.44   6500.08   442.809   165.102 180 N
PC226     C_C0402_2.2UF/6.3V/2.2UF/6.3V C0402               17340.04   6169.85   440.437   156.714 180 N
PC227     C_C0603_22UF/6.3V/22uF/6.3V C0603               16745.00   6575.00   425.323   167.005 270 N
PC229     C_C0603_22UF/6.3V/22uF/6.3V C0603               16745.00   6245.00   425.323   158.623 270 N
PC231     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17556.16   6438.00   445.926   163.525 0   N
PC232     C_C0402_0.22UF/16V/0.22UF/16V C0402               17555.75   6320.00   445.916   160.528 180 N
PC233     C_C0402_DISCRETE_470PF/50V/470PF/50V C0402               17540.00   5465.00   445.516   138.811 180 N
PC234     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17433.44   7160.08   442.809   181.866 180 N
PC235     C_C0402_2.2UF/6.3V/2.2UF/6.3V C0402               17340.19   6499.94   440.441   165.098 180 N
PC236     C_C0402_0.22UF/16V/0.22UF/16V C0402               17555.75   6980.00   445.916   177.292 180 N
PC237     C_C0603_22UF/6.3V/22uF/6.3V C0603               16695.00   6905.00   424.053   175.387 270 N
PC238     C_C0603_22UF/6.3V/22uF/6.3V C0603               16695.00   6575.00   424.053   167.005 270 N
PC241     C_AK_C0402_1UF/16V/1UF/16V AK_C0402            17340.00   6870.00   440.436   174.498 180 N
PC244     C_AK_C0402_1UF/16V/1UF/16V AK_C0402            17340.00   6210.00   440.436   157.734 180 N
PC245     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17556.16   6768.00   445.926   171.907 0   N
PC246     C_C0402_0.22UF/16V/0.22UF/16V C0402               17555.75   6650.00   445.916   168.910 180 N
PC247     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17433.44   6830.08   442.809   173.484 180 N
PC248     C_C0402_2.2UF/6.3V/2.2UF/6.3V C0402               17340.04   6829.88   440.437   173.479 180 N
PC249     C_C0603_22UF/6.3V/22uF/6.3V C0603               16695.00   6245.00   424.053   158.623 270 N
PC251     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17556.16   7428.00   445.926   188.671 0   N
PC252     C_C0402_0.22UF/16V/0.22UF/16V C0402               17555.75   7310.00   445.916   185.674 180 N
PC255     C_AK_C0402_1UF/16V/1UF/16V AK_C0402            17338.66   7200.00   440.402   182.880 180 N
PC256     C_C0402_2.2UF/6.3V/2.2UF/6.3V C0402               17359.87   7490.18   440.941   190.251 180 N
PC272     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17307.57   7760.25   439.612   197.110 180 N
PC273     C_C0805_DISCRETE_10UF/16V/10UF/16V C0805               17185.00   7870.00   436.499   199.898 90  N
PC274     C_C0805_DISCRETE_10UF/16V/10UF/16V C0805               17265.00   7870.00   438.531   199.898 90  N
PC275     C_C0402_4.7UF/6.3V/4.7UF/6.3V C0402               17014.63   7819.58   432.172   198.617 0   N
PC276     C_AK_C0402_1UF/16V/1UF/16V AK_C0402            16910.00   7930.00   429.514   201.422 90  N
PC279     C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402               16840.00   8141.00   427.736   206.781 0   N
PC280     C_C0402_DISCRETE_3300PF/50V/3300PF/50V C0402               17035.02   8143.92   432.690   206.856 0   N
PC282     C_C0805_DISCRETE_10UF/16V/10UF/16V C0805               17105.00   7870.00   434.467   199.898 90  N
PC283     C_C0402_DISCRETE_0.022UF/16V/0.022UF/16V C0402               16945.00   8060.00   430.403   204.724 0   N
PC284     C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402               17110.00   8080.00   434.594   205.232 90  N
PC287     C_C0603_22UF/6.3V/22uF/6.3V C0603               16745.00   6905.00   425.323   175.387 270 N
PC306     C_C0603_22UF/6.3V/22uF/6.3V C0603               12924.92   4445.08   328.293   112.905 270 N
PC313     C_C0603_22UF/6.3V/22uF/6.3V C0603               12974.92   4445.08   329.563   112.905 270 N
PC341     C_C0603_22UF/6.3V/22uF/6.3V C0603               16745.00   7115.00   425.323   180.721 90  N
PC343     C_C0603_22UF/6.3V/22uF/6.3V C0603               16695.00   6785.00   424.053   172.339 90  N
PC355     C_C0603_22UF/6.3V/22uF/6.3V C0603               16635.00   7855.00   422.529   199.517 270 N
PC356     C_C0603_22UF/6.3V/22uF/6.3V C0603               16585.00   8020.00   421.259   203.708 90  N
PC357     C_C0603_22UF/6.3V/22uF/6.3V C0603               16635.00   8020.00   422.529   203.708 90  N
PC358     C_C0603_22UF/6.3V/22uF/6.3V C0603               16585.00   7855.00   421.259   199.517 270 N
PC366     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17226.94   3702.19   437.564    94.036 180 N
PC367     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17936.88   4212.17   455.597   106.989 270 N
PC368     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402               17936.88   4300.67   455.597   109.237 90  N
PC369     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17676.11   3474.91   448.973    88.263 270 N
PC370     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402               17531.50   4686.61   445.300   119.040 90  N
PC371     C_C0402_DISCRETE_3300PF/50V/3300PF/50V C0402               17516.11   3339.91   444.909    84.834 180 N
PC373     C_C0402_DISCRETE_3300PF/50V/3300PF/50V C0402               17611.11   3339.91   447.322    84.834 180 N
PC375     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402               17731.11   3474.91   450.370    88.263 270 N
PC376     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402               17790.11   3559.91   451.869    90.422 270 N
PC377     C_C0402_4.7UF/6.3V/4.7UF/6.3V C0402               17711.11   3534.91   449.862    89.787 0   N
PC378     C_AK_C0402_0.1UF/25V/0.1UF/25V AK_C0402            17910.00   1025.00   454.914    26.035 90  N
PC379     C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402               17384.43   3774.03   441.565    95.860 90  N
PC382     C_AK_C0402_1UF/16V/1UF/16V AK_C0402            17215.00   2155.00   437.261    54.737 180 N
PC385     C_AK_C0402_1UF/16V/1UF/16V AK_C0402            17215.00   1495.00   437.261    37.973 180 N
PC386     C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402               17344.43   3774.03   440.549    95.860 90  N
PC387     C_C0402_DISCRETE_470PF/50V/470PF/50V C0402               17421.11   3339.91   442.496    84.834 0   N
PC388     C_C0402_DISCRETE_470PF/50V/470PF/50V C0402               17328.74   3339.91   440.150    84.834 0   N
PC389     C_C0402_DISCRETE_470PF/50V/470PF/50V C0402               17246.29   3319.26   438.056    84.309 270 N
PC390     C_C0402_DISCRETE_470PF/50V/470PF/50V C0402               17246.15   3414.15   438.052    86.719 270 N
PC391     C_C0402_DISCRETE_470PF/50V/470PF/50V C0402               17245.15   3504.51   438.027    89.015 270 N
PC392     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402               17257.67   3637.71   438.345    92.398 270 N
PC393     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17226.73   3574.30   437.559    90.787 180 N
PC394     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17431.16   2383.00   442.751    60.528 0   N
PC395     C_C0402_0.22UF/16V/0.22UF/16V C0402               17430.75   2265.00   442.741    57.531 180 N
PC396     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17308.44   2444.98   439.634    62.102 180 N
PC397     C_C0402_2.2UF/6.3V/2.2UF/6.3V C0402               17215.97   2444.52   437.286    62.091 180 N
PC398     C_C0603_22UF/6.3V/22uF/6.3V C0603               16620.00   1200.00   422.148    30.480 270 N
PC399     C_C0603_22UF/6.3V/22uF/6.3V C0603               16620.00   1740.00   422.148    44.196 90  N
PC400     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17432.85   2053.50   442.794    52.159 0   N
PC401     C_C0402_0.22UF/16V/0.22UF/16V C0402               17430.75   1935.00   442.741    49.149 180 N
PC404     C_AK_C0402_1UF/16V/1UF/16V AK_C0402            17215.00   1825.00   437.261    46.355 180 N
PC407     C_AK_C0402_1UF/16V/1UF/16V AK_C0402            17215.00   1165.00   437.261    29.591 180 N
PC408     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17308.44   1455.08   439.634    36.959 180 N
PC409     C_C0402_2.2UF/6.3V/2.2UF/6.3V C0402               17214.71   2114.31   437.254    53.703 180 N
PC412     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17431.16   1723.00   442.751    43.764 0   N
PC413     C_C0402_0.22UF/16V/0.22UF/16V C0402               17430.75   1605.00   442.741    40.767 180 N
PC414     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17308.44   1785.08   439.634    45.341 180 N
PC415     C_C0402_2.2UF/6.3V/2.2UF/6.3V C0402               17214.92   1785.00   437.259    45.339 180 N
PC416     C_C0603_22UF/6.3V/22uF/6.3V C0603               16620.00   1410.00   422.148    35.814 90  N
PC418     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17431.16   1393.00   442.751    35.382 0   N
PC419     C_C0402_0.22UF/16V/0.22UF/16V C0402               17430.75   1275.00   442.741    32.385 180 N
PC420     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17308.44   2115.08   439.634    53.723 180 N
PC421     C_C0402_2.2UF/6.3V/2.2UF/6.3V C0402               17214.89   1454.94   437.258    36.955 180 N
PC422     C_C0603_22UF/6.3V/22uF/6.3V C0603               16570.00   1740.00   420.878    44.196 90  N
PC423     C_C0603_22UF/6.3V/22uF/6.3V C0603               16570.00   1410.00   420.878    35.814 90  N
PC426     C_AK_C0402_1UF/16V/1UF/16V AK_C0402            17213.66    835.00   437.227    21.209 180 N
PC427     C_C0402_DISCRETE_47PF/50V/47PF/50V C0402               16107.08   1138.86   409.120    28.927 0   N
PC428     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17431.16   1063.00   442.751    27.000 0   N
PC429     C_C0402_0.22UF/16V/0.22UF/16V C0402               17430.75    945.00   442.741    24.003 180 N
PC430     C_C0402_2.2UF/6.3V/2.2UF/6.3V C0402               17214.89   1124.88   437.258    28.572 180 N
PC435     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            10260.00   1440.00   260.604    36.576 270 N
PC436     C_C0805_DISCRETE_10UF/16V/10UF/16V C0805               10150.00   1325.00   257.810    33.655 180 N
PC437     C_C0805_DISCRETE_10UF/16V/10UF/16V C0805               10150.00   1245.00   257.810    31.623 180 N
PC438     C_C0402_4.7UF/6.3V/4.7UF/6.3V C0402               10200.00   1145.00   259.080    29.083 90  N
PC439     C_AK_C0402_1UF/16V/1UF/16V AK_C0402            10090.00   1050.00   256.286    26.670 180 N
PC442     C_C0402_DISCRETE_3300PF/50V/3300PF/50V C0402                9870.00   1175.00   250.698    29.845 90  N
PC443     C_C0805_DISCRETE_10UF/16V/10UF/16V C0805               10150.00   1405.00   257.810    35.687 180 N
PC445     C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                9875.00    980.00   250.825    24.892 90  N
PC446     C_C0402_DISCRETE_0.022UF/16V/0.022UF/16V C0402                9960.00   1085.00   252.984    27.559 90  N
PC447     C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402                9940.00   1245.00   252.476    31.623 180 N
PC452     C_C0603_22UF/6.3V/22uF/6.3V C0603               12925.08   4055.08   328.297   102.999 90  N
PC463     C_C0603_22UF/6.3V/22uF/6.3V C0603               12975.08   4055.08   329.567   102.999 90  N
PC518     C_C0603_22UF/6.3V/22uF/6.3V C0603               10205.00    875.00   259.207    22.225 90  N
PC519     C_C0603_22UF/6.3V/22uF/6.3V C0603               10255.00    875.00   260.477    22.225 90  N
PC528     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             9905.00   1775.00   251.587    45.085 0   N
PC529     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                9550.00   1890.00   242.570    48.006 90  N
PC530     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             9510.00   1890.00   241.554    48.006 90  N
PC531     C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402                9830.00   1590.00   249.682    40.386 270 N
PC532     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             9921.42   1845.00   252.004    46.863 90  N
PC533     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                9740.00   1495.00   247.396    37.973 270 N
PC534     C_C0402_DISCRETE_3300PF/50V/3300PF/50V C0402                9705.00   1980.00   246.507    50.292 0   N
PC536     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                9463.00   1810.00   240.360    45.974 90  N
PC537     C_C0402_4.7UF/6.3V/4.7UF/6.3V C0402                9530.00   1830.00   242.062    46.482 180 N
PC540     C_AK_C0402_1UF/16V/1UF/16V AK_C0402             9375.00   2699.25   238.125    68.561 90  N
PC541     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             9420.00   1970.50   239.268    50.051 0   N
PC542     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            10015.00   2620.41   254.381    66.558 90  N
PC543     C_C0603_22UF/6.3V/22uF/6.3V C0603                9353.64   3353.31   237.582    85.174 180 N
PC544     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                9405.00   1825.00   238.887    46.355 0   N
PC545     C_C0402_2.2UF/6.3V/2.2UF/6.3V C0402                9679.65   2715.66   245.863    68.978 90  N
PC547     C_C0402_0.22UF/16V/0.22UF/16V C0402                9483.07   2520.56   240.870    64.022 90  N
PC548     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             9633.66   2519.28   244.695    63.990 270 N
PC552     C_AK_C0402_1UF/16V/1UF/16V AK_C0402             9720.00   2715.41   246.888    68.971 90  N
PC554     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             9685.00   2620.41   245.999    66.558 90  N
PC555     C_C0603_22UF/6.3V/22uF/6.3V C0603               10030.00   3240.41   254.762    82.306 90  N
PC557     C_C0402_2.2UF/6.3V/2.2UF/6.3V C0402               10015.00   2700.00   254.381    68.580 90  N
PC560     C_C0402_0.22UF/16V/0.22UF/16V C0402                9813.07   2520.56   249.252    64.022 90  N
PC561     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             9963.96   2520.27   253.085    64.015 270 N
PC562     C_C0603_22UF/6.3V/22uF/6.3V C0603               12775.08   4055.08   324.487   102.999 90  N
PC564     C_C0603_22UF/6.3V/22uF/6.3V C0603               12774.92   4445.08   324.483   112.905 270 N
PC565     C_C0603_22UF/6.3V/22uF/6.3V C0603               12825.08   4055.08   325.757   102.999 90  N
PC566     C_C0603_22UF/6.3V/22uF/6.3V C0603               12724.92   4445.08   323.213   112.905 270 N
PC568     C_C0603_22UF/6.3V/22uF/6.3V C0603                9353.64   3303.00   237.582    83.896 180 N
PC569     C_C0603_22UF/6.3V/22uF/6.3V C0603                9694.38   3223.23   246.237    81.870 90  N
PC571     C_C0603_22UF/6.3V/22uF/6.3V C0603               12725.08   4055.08   323.217   102.999 90  N
PC574     C_C0603_22UF/6.3V/22uF/6.3V C0603               12874.92   4445.08   327.023   112.905 270 N
PC575     C_C0603_22UF/6.3V/22uF/6.3V C0603               12824.92   4445.08   325.753   112.905 270 N
PC576     C_C0603_22UF/6.3V/22uF/6.3V C0603               12875.08   4055.08   327.027   102.999 90  N
PC586     C_C0603_22UF/6.3V/22uF/6.3V C0603               16720.00   7445.00   424.688   189.103 90  N
PC587     C_C0603_22UF/6.3V/22uF/6.3V C0603               16720.00   7245.00   424.688   184.023 270 N
PC589     C_C0603_22UF/6.3V/22uF/6.3V C0603               16670.00   7445.00   423.418   189.103 90  N
PC597     C_C0603_22UF/6.3V/22uF/6.3V C0603               16770.00   7445.00   425.958   189.103 90  N
PC598     C_C0603_22UF/6.3V/22uF/6.3V C0603               16670.00   7245.00   423.418   184.023 270 N
PC599     C_C0603_22UF/6.3V/22uF/6.3V C0603                9694.38   3093.81   246.237    78.583 270 N
PC603     C_C0603_22UF/6.3V/22uF/6.3V C0603               16770.00   7245.00   425.958   184.023 270 N
PC609     C_C0603_22UF/6.3V/22uF/6.3V C0603               16595.00   1080.00   421.513    27.432 90  N
PC641     C_C0603_22UF/6.3V/22uF/6.3V C0603               10025.01   3090.12   254.635    78.489 270 N
PC642     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                8800.00   1885.00   223.520    47.879 90  N
PC643     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             9190.00   1755.00   233.426    44.577 0   N
PC644     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             8760.00   1885.00   222.504    47.879 90  N
PC645     C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402                9060.10   1540.00   230.127    39.116 270 N
PC646     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                8710.00   1805.00   221.234    45.847 90  N
PC647     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                8975.00   1448.00   227.965    36.779 270 N
PC648     C_C0402_DISCRETE_3300PF/50V/3300PF/50V C0402                9050.00   1970.00   229.870    50.038 0   N
PC650     C_C0402_DISCRETE_3300PF/50V/3300PF/50V C0402                8880.00   1970.00   225.552    50.038 0   N
PC653     C_C0402_4.7UF/6.3V/4.7UF/6.3V C0402                8780.00   1825.93   223.012    46.379 180 N
PC654     C_AK_C0402_0.1UF/25V/0.1UF/25V AK_C0402             8774.70   2159.32   222.877    54.847 0   N
PC655     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             8585.00   1925.00   218.059    48.895 180 N
PC659     C_AK_C0402_1UF/16V/1UF/16V AK_C0402             8690.00   2720.41   220.726    69.098 90  N
PC660     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                8584.53   1871.52   218.047    47.537 180 N
PC661     C_C0603_22UF/6.3V/22uF/6.3V C0603                7015.00  10835.00   178.181   275.209 270 N
PC662     C_C0603_22UF/6.3V/22uF/6.3V C0603                8722.37   3357.24   221.548    85.274 180 N
PC664     C_C0402_2.2UF/6.3V/2.2UF/6.3V C0402                8978.79   2715.89   228.061    68.984 90  N
PC666     C_C0402_0.22UF/16V/0.22UF/16V C0402                8783.07   2520.56   223.090    64.022 90  N
PC667     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             8935.00   2520.27   226.949    64.015 270 N
PC670     C_AK_C0402_1UF/16V/1UF/16V AK_C0402             9020.00   2715.41   229.108    68.971 90  N
PC671     C_C0603_DISCRETE_0.22UF/16V/0.22UF/16V C0603                5680.00  10760.00   144.272   273.304 180 N
PC672     C_AK_C0402_1UF/16V/1UF/16V AK_C0402             5335.00  10925.00   135.509   277.495 180 N
PC673     C_C0603_22UF/6.3V/22uF/6.3V C0603                9072.37   3307.24   230.438    84.004 180 N
PC674     C_C0402_DISCRETE_1200PF/50V/1200PF/50V C0402                5335.00  10750.00   135.509   273.050 90  N
PC675     C_C0402_2.2UF/6.3V/2.2UF/6.3V C0402                9315.63   2701.22   236.617    68.611 90  N
PC677     C_C0402_0.22UF/16V/0.22UF/16V C0402                9113.07   2520.56   231.472    64.022 90  N
PC678     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             9263.96   2522.25   235.305    64.065 270 N
PC679     C_C0603_22UF/6.3V/22uF/6.3V C0603               12590.00   4110.00   319.786   104.394 0   N
PC680     C_C0603_22UF/6.3V/22uF/6.3V C0603                9237.45   3279.99   234.631    83.312 0   N
PC682     C_C0603_22UF/6.3V/22uF/6.3V C0603               12675.08   4055.08   321.947   102.999 90  N
PC683     C_C0603_22UF/6.3V/22uF/6.3V C0603               12595.00   4385.00   319.913   111.379 0   N
PC684     C_C0603_22UF/6.3V/22uF/6.3V C0603               12674.92   4445.08   321.943   112.905 270 N
PC685     C_C0603_22UF/6.3V/22uF/6.3V C0603                9072.37   3257.24   230.438    82.734 180 N
PC687     C_C0603_22UF/6.3V/22uF/6.3V C0603               12595.00   4435.00   319.913   112.649 0   N
PC689     C_C0603_22UF/6.3V/22uF/6.3V C0603               12590.00   4060.00   319.786   103.124 0   N
PC691     C_C0603_22UF/6.3V/22uF/6.3V C0603                8921.55   3308.44   226.607    84.034 0   N
PC692     C_C0603_22UF/6.3V/22uF/6.3V C0603                8722.37   3257.24   221.548    82.734 180 N
PC693     C_C0603_22UF/6.3V/22uF/6.3V C0603                8921.55   3258.44   226.607    82.764 0   N
PC694     C_C0603_22UF/6.3V/22uF/6.3V C0603                8722.37   3307.24   221.548    84.004 180 N
PC696     C_C0603_22UF/6.3V/22uF/6.3V C0603               12519.92   4190.08   318.006   106.428 270 N
